Download Link:,Object Number:,Artist:,Title:,Medium:
https://nationalgalleryimages.ie/asset/?external_id=NGI.1340&download=true,NGI.1340,"Artist: Thomas Clement Thompson, c.1780-1857",Christ in the House of Martha and Mary,Oil on canvas laid on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1328&download=true,NGI.1328,"Artist: Henri-Joseph Harpignies, 1819-1916",A Landscape,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1296&download=true,NGI.1296,"Follower of: Hieronymus Bosch, c.1450-1516",The Descent into Limbo,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1242&download=true,NGI.1242,"Artist: James Arthur O'Connor, 1792-1841",A Landscape,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1233&download=true,NGI.1233,"Artist: Unknown Artist, Ireland, 19th century",Portrait of a Child,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1153&download=true,NGI.1153,"Artist: Anton Einsle, 1801-1871",Portrait of Anna von Minarelli-Fitzgerald,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1127&download=true,NGI.1127,"Artist: George Francis Mulvany, 1809-1869","Portrait of William Smith O'Brien (1803-1864), Young Irelander",Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1116&download=true,NGI.1116,"Artist: Unknown Artist, Ireland, 19th century","Portrait of Captain McNamara, MP",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1054&download=true,NGI.1054,"Artist: Edwin Hayes, 1819-1904",A View of Dublin Bay,Oil on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.1017&download=true,NGI.1017,"Artist: William Brocas, c.1794-1868",A Landscape,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.979&download=true,NGI.979,"Artist: Unknown Artist, Salzburg, 15th century",Christ on the Cross with the Virgin Mary and John,Tempera and gold leaf on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.976&download=true,NGI.976,"Artist: William Orpen, 1878-1931","Portrait of Dr E.J. Dillon, War Correspondent and Publicist",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.935&download=true,NGI.935,"Artist: Thomas Roberts, 1748-1777",A Bay Horse and Two Donkeys,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.899&download=true,NGI.899,"Artist: John Collier, 1850-1934","Portrait of George Bernard Shaw (1856-1950), Dramatist",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.880&download=true,NGI.880,"After: Arnold van Brounkhorst, fl.1565-1583","Portrait of Sir Henry Sidney (1529-1586), Lord Deputy of Ireland",Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.849&download=true,NGI.849,"Artist: Gerard  Terborch II, 1617-1681",Four Franciscan Monks,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.848&download=true,NGI.848,"Artist: Thomas Sautelle Roberts, 1760-1826",Landscape,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.839&download=true,NGI.839,"Attributed to: Benvenuto di Giovanni, c.1436-1518",The Virgin and Child with Saints Jerome and Mary Magdalene,Tempera on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.829&download=true,NGI.829,"Artist: Unknown Artist, Spain (Madrid), 17th century",Portrait of a Spanish Noblewoman,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.817&download=true,NGI.817,"Artist: John Singer Sargent, 1856-1925","Portrait of Woodrow Wilson (1856-1924), American President",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.799&download=true,NGI.799,"Artist: Jean-Siméon Chardin, 1699-1779","A Still Life: Two Rabbits, a Grey Partridge, Game Bag and a Powder Flask",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.784&download=true,NGI.784,"Follower of: Francisco José de Goya y Lucientes, 1746-1828",Woman in a Grey Shawl,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.723&download=true,NGI.723,"Artist: Jean Francois de Troy, 1679 - 1752",Bacchus and Ariadne,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.671&download=true,NGI.671,"Artist: Alexandre-François Desportes, 1661-1743",A Group of Dead Game,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.670&download=true,NGI.670,"Artist: Alexandre-François Desportes, 1661-1743",A Group of Dead Game,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.595&download=true,NGI.595,"Artist: John Butler Yeats, 1839-1922","Portrait of John O'Leary (1830-1907), Fenian",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.594&download=true,NGI.594,"Artist: Charles Collins, c.1680-1744",Dead Game,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.575&download=true,NGI.575,"Artist: Thomas Clement Thompson, c.1780-1857",Self-Portrait,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.516&download=true,NGI.516,"Artist: Anthonie De Lorme, c.1610-1673",An Interior of a Church,Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.470&download=true,NGI.470,"Artist: Filippino Lippi, c.1457-1504",Portrait of a Musician,Tempera and oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.384&download=true,NGI.384,"Artist: George Sharp, 1802-1877",Creeping like Snail unwillingly to School,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.378&download=true,NGI.378,"Artist: John Burnet, 1784-1868",Greenwich Pensioners,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.321&download=true,NGI.321,"Artist: Pieter Jacobs Codde, 1599-1678",Interior with Figures,Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.320&download=true,NGI.320,"Artist: Thomas Clement Thompson, c.1780-1857","Portrait of Michael Banim (1796-1874), Author",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.313&download=true,NGI.313,"Artist: Henry Nelson O'Neil, 1817-1880","Portrait of John Cornelius O'Callaghan (1805-1883), Historical Writer",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.309&download=true,NGI.309,"Artist: Stephen Catterson Smith, 1806-1872","Sir Philip Crampton (1777-1858), Surgeon",Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.295&download=true,NGI.295,"Artist: Francis Hayman, 1708-1776","Falstaff Recruits from Shakespeare's 'Henry IV', Part II, Act III",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.286&download=true,NGI.286,"Artist: Canaletto, 1697-1768","Saint Mark's Square, Venice",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.172&download=true,NGI.172,"Artist: Raphael, 1483-1520",The Blinding of Elymas,Tempera on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.171&download=true,NGI.171,"Artist: Raphael, 1483-1520",The Healing of the Lame Man,Tempera on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.165&download=true,NGI.165,"Artist: Philip James de Loutherbourg, 1740-1812",A Storm at the Entrance of a Mediterranean Port,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.163&download=true,NGI.163,"Artist: James Arthur O'Connor, 1792-1841",A View of the Glen of the Dargle,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.124&download=true,NGI.124,"Artist: Robert Lucius West, c.1774-1850, after: Joshua Reynolds, 1723-1792","Portrait of James Hewitt, First Viscount Lifford, Lord Chancellor of Ireland (1767-1787)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.63&download=true,NGI.63,"Artist: Antonio Guardi, 1699-1760, after: Titian, c.1488-1576",Saint John the Baptist in the Wilderness,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.23&download=true,NGI.23,"Artist: David Teniers II, 1610-1690",Hustle-cap,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.4&download=true,NGI.4,"After: Rogier van der Weyden, c.1399-1464",Saint Luke Portraying the Virgin,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.2&download=true,NGI.2,"Artist: Theodor van Thulden, 1606-1669",The Resurrected Christ Appearing to his Mother,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.12258&download=true,NGI.12258,"Artist/Designer: Pietro Belloni, 1690-1771",Black Scagliola Tabletop with a Landscape,Inlaid selenite coloured plaster composition
https://nationalgalleryimages.ie/asset/?external_id=NGI.12257&download=true,NGI.12257,"Artist/Designer: Pietro Belloni, 1690-1771",Scagliola Console Tabletop with a Seascape,Inlaid selenite coloured plaster composition
https://nationalgalleryimages.ie/asset/?external_id=NGI.869&download=true,NGI.869,"Artist: John Butler Yeats, 1839-1922","Portrait of John O'Leary (1830-1907), Nationalist and Journalist",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.220&download=true,NGI.220,"Artist: David Roberts, 1796-1864",The Temple of Neptune at Paestum,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.183&download=true,NGI.183,"Artist: Jacopo Vignali, 1592-1664",Saint Cecilia,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.72&download=true,NGI.72,"Artist: Giovanni Lanfranco, 1582-1647",The Miracle of the Loaves and Fishes,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.20900&download=true,NGI.20900,"Engraver: Gilles Rousselet, 1610-1686, Engraver: Abraham Bosse, 1602-1676, after: Claude Vignon, 1593-1670, Publisher: Mariette",Porcia,Line engraving and etching on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.20899&download=true,NGI.20899,"Engraver: Unknown Artist, Ireland, 20th century, After: Jerome Connor, 1874-1943",Ground Plan for the 'Lusitania Memorial',Blueprint on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.20898&download=true,NGI.20898,"Engraver: Unknown Artist, Ireland, 20th century, after: Jerome Connor, 1874-1943",West Elevation for the 'Lusitania Peace Memorial',Blueprint on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.20897&download=true,NGI.20897,"Engraver: Unknown Artist, Ireland, 20th century, after: Jerome Connor, 1874-1943",Front Elevation for the 'Lusitania Memorial',Blueprint on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.20861&download=true,NGI.20861,"Artist: Joseph Malachy Kavanagh, 1856-1918","Palingbrug, Antwerp",Drypoint on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.20668&download=true,NGI.20668,"Artist: John Miers, fl.1760-1810","A Gentleman in Profile to Left, (?John Wesley, 1709-1791, Methodist Preacher)",Mezzotint (cut oval)
https://nationalgalleryimages.ie/asset/?external_id=NGI.19596&download=true,NGI.19596,"Artist: Clare Marsh, 1875-1923",Head of a Young Boy perhaps in Uniform,Watercolour and gouache with traces of graphite on paper (mounted over another watercolour on board)
https://nationalgalleryimages.ie/asset/?external_id=NGI.19595&download=true,NGI.19595,"Artist: Clare Marsh, 1875-1923",Still Life of Chrysanthemums,"Watercolour, bodyclour and traces of graphite on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.19594&download=true,NGI.19594,"Artist: Clare Marsh, 1875-1923",A Great House Lit at Night,Watercolour and gouache on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.19592&download=true,NGI.19592,"Artist: Clare Marsh, 1875-1923",Impression of Jose Collins in the Maid of the Mountains (2),Watercolour on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.19585&download=true,NGI.19585,"Attributed to: Aloysius O'Kelly, 1853-1936",Presumed Self-Portrait,Ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.19555&download=true,NGI.19555,"Artist: George Holmes, fl.1789-1802","Swords Castle, County Dublin",Watercolour and traces of graphite under-drawing on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.19316&download=true,NGI.19316,"Artist: Unknown Artist, Ireland, 19th century","Silhouette of Andrew Nicholl (1804-1886), Artist",Watercolour on card
https://nationalgalleryimages.ie/asset/?external_id=NGI.19282&download=true,NGI.19282,"Artist: Unknown Artist, France, 18th century",Daniel Mussenden,Watercolour on ivory
https://nationalgalleryimages.ie/asset/?external_id=NGI.19281&download=true,NGI.19281,"Artist: Unknown Artist, France, 18th century","Mrs Daniel Mussenden (born Fridiswide Bruce, d.1785)",Watercolour on ivory
https://nationalgalleryimages.ie/asset/?external_id=NGI.19278&download=true,NGI.19278,"Artist: Charles Robertson, 1759-1821",Henry Joy Junior (1754-1835),Watercolour on ivory
https://nationalgalleryimages.ie/asset/?external_id=NGI.19267&download=true,NGI.19267,"Artist: Richard Crosse, 1742-1810","John Beresford, M.P. (1738-1805)",Watercolour on ivory
https://nationalgalleryimages.ie/asset/?external_id=NGI.18485&download=true,NGI.18485,"Artist: John Singer Sargent, 1856-1925","Lady Hazel Lavery, (c.1887-1935), 2nd Wife of the artist Sir John Lavery",Charcoal on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.12074&download=true,NGI.12074,"Artist/Designer: Harry Clarke, 1889-1931",The Song of the Mad Prince,Stained glass
https://nationalgalleryimages.ie/asset/?external_id=NGI.11652&download=true,NGI.11652,"Engraver: John Brooks, fl.1730-1756, After: Jan Wyck, 1644-1702","The Battle of the Boyne, 1st July 1690",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.11618&download=true,NGI.11618,Artist: Irish 18th century,"'Entrance to Phoenix Park, Dublin',",Etching and aquatint
https://nationalgalleryimages.ie/asset/?external_id=NGI.8358&download=true,NGI.8358,"Artist: Antonio Canova, 1757-1822",Amorino,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8266&download=true,NGI.8266,"Artist: Christopher Moore, 1790-1863",A Lady of the Caulfield or Clements Family,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8224&download=true,NGI.8224,"Artist: Edward Hodges Baily, 1788-1867","Edmund Burke, M.P. (1729-1797), Statesman and Author",Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8213&download=true,NGI.8213,"Artist: Unknown Artist, Italy, 18th century",Mars and Venus Discovered by Vulcan,Boxwood
https://nationalgalleryimages.ie/asset/?external_id=NGI.8184&download=true,NGI.8184,"Artist: John Thomas, 1813-1862","Daniel Maclise (1806-1870), Artist (above a relief of Hibernia)",Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8135&download=true,NGI.8135,"Artist: François-Marie Poncet, 1736-1797",Adonis,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8125&download=true,NGI.8125,"after: Giambologna, 1529-1608",Hercules with the Pillars,Bronze
https://nationalgalleryimages.ie/asset/?external_id=NGI.8091&download=true,NGI.8091,"Artist: Oliver Sheppard, 1865-1941",'In Mystery the Soul Abides',Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8065&download=true,NGI.8065,"Artist: Christopher Moore, 1790-1863","Richard Lalor Sheil, M.P. (1791-1851), Playwright and Politician",Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8060&download=true,NGI.8060,"Artist: Christopher Moore, 1790-1863",Annie Hutton (1825-1853),Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8045&download=true,NGI.8045,"Artist: John Henry Foley, 1818-1874",Catherine Jane Prendergast (née Annesley) (1811-1839),Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8036&download=true,NGI.8036,"Attributed to: Barthélémy Prieur, 1536-1611","Nicolas de Vaudemont, Duc de Mercoeur, (1524-1577), Regent of the Duchies of Lorraine and Bar",Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8031&download=true,NGI.8031,"Artist: Juan Alonso Villabrille y Ron, 1663-after 1728",The Prophet Elijah,Oil on carved limewood (with glass eyes)
https://nationalgalleryimages.ie/asset/?external_id=NGI.8026&download=true,NGI.8026,"Artist: Patrick Cunningham, d.1774","Jonathan Swift (1667-1745), Satirist and Dean of Saint Patrick's Cathedral, Dublin",Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8024&download=true,NGI.8024,"Artist: John Hogan, 1800-1858",Portrait of a Man,Marble
https://nationalgalleryimages.ie/asset/?external_id=NGI.8022&download=true,NGI.8022,"Artist: Michael Stapleton, c.1740-1801",Winter,Plaster
https://nationalgalleryimages.ie/asset/?external_id=NGI.8019&download=true,NGI.8019,"Artist: Michael Stapleton, c.1740-1801",Flora,Plaster
https://nationalgalleryimages.ie/asset/?external_id=NGI.8014&download=true,NGI.8014,"Artist: Unknown Artist, Rome, 17th century",Altar Crucifix,Gilt bronze and lapis lazuli
https://nationalgalleryimages.ie/asset/?external_id=NGI.7953&download=true,NGI.7953,"Artist: Mildred Anne Butler, 1858-1941",Shades of Evening,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.7213&download=true,NGI.7213,"Artist: Frederick Buck, 1771-1839/40",Mary O'Bryen,Watercolour on ivory
https://nationalgalleryimages.ie/asset/?external_id=NGI.6059&download=true,NGI.6059,"Artist: Arthur Gilbert, 1819-1895","Horsmondon Green, Kent",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.4748&download=true,NGI.4748,"Artist: Thomas Pope, d.1775","Portrait of a Lady, Said to Be the Wife of Sir Robert Travers",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4728&download=true,NGI.4728,"Artist: Walter Frederick Osborne, 1859-1903",Portrait of Mrs Chadwyck-Healey and her Daughter,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4697&download=true,NGI.4697,"Artist: George Barret, 1728/32-1784",An Italianate Wooded River Landscape with Figures,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4680&download=true,NGI.4680,"Artist: Roderic O'Conor, 1860-1940","La Rose du Ciel, Cassis",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4660&download=true,NGI.4660,"Artist: Louis Michel van Loo, 1707-1771","Portrait of Richard Wall (1694-1778), Spanish Ambassador to Britain",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4648&download=true,NGI.4648,"Artist: Guercino, 1591-1666",Jacob Blessing the Sons of Joseph,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4646&download=true,NGI.4646,"Artist: Domenichino, 1581-1641",Saint Mary Magdalene,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4627&download=true,NGI.4627,"Artist: Thomas Pooley, 1646-1723","Portrait of Sir John Perceval, 3rd Bt (1660-1686)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4626&download=true,NGI.4626,"Artist: Thomas Pooley, 1646-1723","Portrait of Sir Philip Perceval, 2nd Bt (1656-1680)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4533&download=true,NGI.4533,"Artist: Meindert Hobbema, 1638-1709, Artist: Adriaen van der Velde, 1636-1672",A Wooded Landscape: the Path on the Dyke,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4459&download=true,NGI.4459,"Artist: Camille Pissarro, 1830-1903",Chrysanthemums in a Chinese Vase,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4259&download=true,NGI.4259,"Artist: Jean Louis Ernest Meissonier, 1815-1891",A Guard,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.4231&download=true,NGI.4231,"Artist: Eugène Fromentin, 1820-1876",Falcon Hunt ('Algeria Remembered'),Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4221&download=true,NGI.4221,"Artist: Thomas Couture, 1815-1879",Pifferaro,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4214&download=true,NGI.4214,"Artist: Jules Adolphe Aimé Louis Breton, 1827-1906",A Girl with a Rake,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4211&download=true,NGI.4211,"Artist: Rosa Bonheur, 1822-1899",A Stag,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4074&download=true,NGI.4074,"Artist: Nathaniel Grogan, c.1740-1807","Boats on the River Lee below Tivoli, County Cork",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4061&download=true,NGI.4061,"Attributed to: Robert Fagan, 1761-1816","Portrait of Sir George Wright, 2nd Baronet (c.1770-1812)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4060&download=true,NGI.4060,"Artist: Jacques-Louis David, 1748-1825",The Funeral of Patroclus,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4056&download=true,NGI.4056,"Artist: Charles Exshaw, fl.1747-1771",Portrait of a Man,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4055&download=true,NGI.4055,"Artist: Baron François Gérard, 1770-1837","Julie Bonaparte as Queen of Spain with her Daughters, Zénaïde and Charlotte",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4038&download=true,NGI.4038,"Artist: Roderic O'Conor, 1860-1940",A Reclining Nude before a Mirror,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4030&download=true,NGI.4030,"Artist: William Orpen, 1878-1931",The Holy Well,Tempera on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.3306&download=true,NGI.3306,"Artist: Patrick Joseph Tuohy, 1894-1930",Supper Time,"Watercolour, traces of graphite underdrawing and gum glazes on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2962&download=true,NGI.2962,"Artist: Harry Clarke, 1889-1931","'But Trust the Muse, She Saw it Upward Rise'",Ink and traces of graphite underdrawing on card
https://nationalgalleryimages.ie/asset/?external_id=NGI.2961&download=true,NGI.2961,"Artist: Harry Clarke, 1889-1931","'Down to the Central Earth, his Proper Scene'",Ink and traces of graphite underdrawing on card
https://nationalgalleryimages.ie/asset/?external_id=NGI.2960&download=true,NGI.2960,"Artist: Harry Clarke, 1889-1931",'See Fierce Belinda on the Baron Flies',Ink and traces of graphite underdrawing on card
https://nationalgalleryimages.ie/asset/?external_id=NGI.2959&download=true,NGI.2959,"Artist: Harry Clarke, 1889-1931",'He Takes the Gift with Reverence and Extends',"Ink, traces of graphite underdrawing and touches of bodycolour on card"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2958&download=true,NGI.2958,"Artist: Harry Clarke, 1889-1931",'Now Awful Beauty Puts on all its Arms'; Rough Sketches (on verso),Ink on card
https://nationalgalleryimages.ie/asset/?external_id=NGI.2689&download=true,NGI.2689,"Artist: Patrick Byrne, 1783-1864",Trinity College and Portico of the House of Lords,Ink and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2651&download=true,NGI.2651,"Artist: Augustin Amant Constant Fidèle Edouart, 1789-1861","Silhouette of Robert Ball (1802-1857), Naturalist",Black paper on card
https://nationalgalleryimages.ie/asset/?external_id=NGI.2634&download=true,NGI.2634,"Artist: Thomas Frye, 1710-1762",Portrait of an Artist Drawing,Black and white chalk on blue paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2603&download=true,NGI.2603,"Artist: Guercino, 1591-1666","The Virgin and Child (for the Madonna del Carmine Presenting a Scapular to a Carmelite, in Cento's Pinacoteca Civica, c.1615)",Red chalk on beige paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2535&download=true,NGI.2535,"Artist: Walter Frederick Osborne, 1859-1903",The Dolls' School,Watercolour and pastel on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2455&download=true,NGI.2455,"Artist: James Mahony, c.1816-c.1859","The Nave of the Chapel Royal, Dublin Castle",Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2402&download=true,NGI.2402,"Artist: Joseph Mallord William Turner, 1775-1851","Sluice Gate, Netley Abbey, Hampshire",Graphite with blue and grey washes on off-white wove paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2351&download=true,NGI.2351,"Artist: Frederic William Burton, 1816-1900","Dr George James Allman (1812-1898), Botanist and Zoologist",Black chalk on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2325&download=true,NGI.2325,"After: Giulio Romano, 1499-1546","Apollo in his Chariot (from the Sala del Sole, Palazzo del Té, Mantua)",Brown ink and wash with white highlights on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2271&download=true,NGI.2271,"Artist: Raphael, 1483-1520",A Standing Philosopher and Hand Detail; Architectural Studies (on verso),Ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2189&download=true,NGI.2189,"Artist: Adam Frans van der Meulen, 1631/32-1690","A Military Camp, Study for the Painting 'The Arrival of Louis XIV before Mäestricht, 1673'",Red chalk on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2187&download=true,NGI.2187,"After: Andrea Mantegna, 1430/31-1506",The Corselet Bearers,Ink and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2167&download=true,NGI.2167,"Artist: Jan van Huysum, 1682-1749",A Vase of Flowers,"Black and red chalk, graphite and watercolour on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2115&download=true,NGI.2115,"Artist: Thomas Gainsborough, 1727-1788",A Shepherd Driving a Flock of Sheep through a Wood,"Black and white chalk, ink and wash on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2070&download=true,NGI.2070,"Artist: Aelbert Cuyp ,1620-1691",A Road on the Dunes,"Graphite, black chalk and watercolour on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2069&download=true,NGI.2069,"Artist: Lorenzo di Credi, c.1456-1536",A Female Head,Silverpoint on a prepared ground
https://nationalgalleryimages.ie/asset/?external_id=NGI.2038&download=true,NGI.2038,"Artist: Domenico Campagnola, Italian, 1500 - 1564",Saint Mary Magdalen Kneeling Outside a Cave,Brown ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2019&download=true,NGI.2019,"Attributed to: Andrea Mantegna, 1430/31-1506","Portrait of Francesco II Gonzaga, 4th Marquess of Mantua, (1466-1519)",Black chalk and grey wash with white highlights on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2011.8&download=true,NGI.2011.8,"Artist: Robert Charles Goff, 1837-1922","Shipbuilding at Viareggio, Tuscany",Etching on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.75.1&download=true,NGI.2009.75.1,"Artist: Louisa Taylor ,fl.1855-1887",Woman and Two Children Sitting Outside a Cottage beside a Tea Table,Graphite and wash on wove paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.67&download=true,NGI.2009.67,"Artist: Louisa Taylor, fl.1855-1887",Four Children in an Interior with a Kettle Boiling on an Open Fire,Graphite and watercolour on wove paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.32&download=true,NGI.2009.32,"Artist: Maria Spilsbury Taylor, 1776-1820",Woman with Two Children,"Ink, wash and traces of graphite on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.23&download=true,NGI.2009.23,"Artist: Thomas Hickey, 1741-1824",Double Portrait of Arthur Wolfe and his Wife Anne,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.22&download=true,NGI.2009.22,"Artist: Roderic O'Conor, 1860-1940",Trees in a Landscape,Etching and drypoint on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.21&download=true,NGI.2009.21,"Artist: Roderic O'Conor, 1860-1940",Portrait of a Peasant,Etching and drypoint on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.20&download=true,NGI.2009.20,"Artist: Roderic O'Conor ,1860-1940",Coastal Landscape,Etching and drypoint with roulette on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2009.19&download=true,NGI.2009.19,"Artist: Roderic O'Conor, 1860-1940",Landscape with Dark Trees and a River,Etching on paper
